LIMIT_BAL,AGE,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,util_1,util_2,util_3,util_4,util_5,util_6,pay_ratio_1,pay_ratio_2,pay_ratio_3,pay_ratio_4,pay_ratio_5,pay_ratio_6,remaining_bal_1,remaining_bal_2,remaining_bal_3,remaining_bal_4,remaining_bal_5,remaining_bal_6,avg_monthly_bill,avg_monthly_payment,bill_trend,payment_volatility,payment_cv,total_bill,total_payment,net_debt,overall_util,SEX,PAY_1,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,Female,MARRIAGE_Married,MARRIAGE_Others,MARRIAGE_Single,EDUCATION_Graduate,EDUCATION_High School,EDUCATION_Others,EDUCATION_University,max_payment_delay,has_any_delay,n_months_delayed,severe_delay_count,recent_payment_below_avg,bill_zero_count,pay_zero_count,default_payment_next_month
1.368421052631579,-0.23076923076923078,2.58377955431909,2.775836097689465,3.021487588990317,3.4236528083909707,3.794808000450499,3.698955808316241,1.218299353555445,1.455352798053528,1.473384030418251,1.5789473684210527,1.9428571428571428,0.8906418983395891,0.19313738959151425,0.23577098011474493,0.29398151870152833,0.39553229964920555,0.5055841806586636,0.5274809449670194,-0.06096939852132311,-0.04309838996660159,-0.025118286531182712,-0.018619208230830218,-0.01666211267835556,-0.04167819393513929,2.627050507120172,2.7726200109303045,3.00724424603705,3.460516809675089,3.781072185210036,3.791832573115106,3.326926035977067,1.0995503704178533,-0.4929455152424239,-0.01733770374653577,-0.5399355654535177,3.326926035977068,1.0995503704178533,3.3958696023778665,0.3218690034821308,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,6.0,0.0,1.0,0.0,0.0,0
-0.3157894736842105,-0.9230769230769231,0.3139288127689675,0.33029048375546355,0.38463736987060676,0.44654936535684425,0.6012214662714563,0.3290757660513394,-0.522128294380905,0.04416058394160584,-0.07129277566539924,1.0789473684210527,-0.3948051948051948,0.19721356320376615,0.2703485672820253,0.28694017024366597,0.3513348729347081,0.4483820788150058,0.6512131870592107,0.39564436598956776,-0.12133657211186048,-0.02920561976605632,-0.03206736404620367,0.09344856327554964,-0.06266342107028865,0.00308862189407443,0.3879848376190964,0.35353180167852194,0.4102221390574461,0.3968904327860416,0.675401660000951,0.3589589482157231,0.3940782859589301,-0.10648254136866883,0.36676553847541926,0.183923805448179,0.4201517444998098,0.3940782859589301,-0.10648254136866879,0.45260614348518063,0.36264441697844085,2.0,4.0,3.0,1.0,1.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,4.0,1.0,6.0,3.0,1.0,0.0,2.0,0
-0.47368421052631576,-0.8461538461538461,0.3712769362697638,0.44857474462288144,0.415625920216175,0.4924564870411188,0.5520966115317474,0.6057658441585348,0.9696668324216807,-0.49111922141119224,0.04752851711026616,0.13157894736842105,0.38441558441558443,0.5343851390037534,0.7552737357210437,0.8664227823503439,0.8305307265575164,1.014386026864056,1.1765834374822992,1.295842920396594,0.08885378223430697,-0.09490207861988256,-0.01989092849896137,-0.010509212959129384,0.0064560598854516826,0.012185348555030241,0.3491035754533347,0.5125719684292136,0.4331934382991615,0.5159684490761359,0.5613043317465937,0.6171827206868795,0.4769102104043773,0.07758170712722401,-0.07204484193668445,0.16623957911179296,0.11420010327085073,0.47691021040437725,0.0775817071272241,0.5221398141586605,0.9629912149792358,1.0,-1.0,-1.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,1.0,4.0,1.0,0.0,0.0,1.0,0
-0.47368421052631576,-0.7692307692307693,-0.3306369071847177,-0.32538460905282046,-0.33478547054442154,-0.33083149654176486,-0.34904448164473045,-0.34150661942942384,-0.19816011934361014,-0.3091240875912409,-0.025427756653992394,-0.09526315789473684,-0.16233766233766234,0.007125135186716712,-0.35423373295925376,-0.3385530122141622,-0.3460457152825178,-0.3189610078832068,-0.3218159496355296,-0.30113556765949206,1.4787006149500115,0.6096662446130143,2.7029530187288673,0.7390119468884603,0.754667260249269,2.0479435464837983,-0.30178055527097636,-0.2967958956283019,-0.3333778858919868,-0.3245845828013816,-0.3242126618659425,-0.31976388516232895,-0.37710306713152125,-0.2628913654636863,-0.012631531460408043,-0.3003147572407153,-0.5352073929537398,-0.37710306713152125,-0.26289136546368624,-0.3358769377834794,-0.3982543875323561,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1.1578947368421053,0.7692307692307693,-0.2706015783379635,-0.19277782808037075,-0.08008695501550293,-0.17317777608877405,-0.23893846082963463,-0.2390349514160814,1.8197414221780208,3.276520681265207,1.9474809885931559,1.319736842105263,1.084155844155844,2.8716839493606465,-0.36908835456047523,-0.3386364502132789,-0.30807359757103664,-0.32836152620312176,-0.3297535917755097,-0.2996390088356482,2.8348211030231742,1.937365410876755,0.7194293544587512,0.7154808302280592,0.8462758713726926,2.260481221372377,-0.3725601885052761,-0.41003046080977457,-0.21928769369224874,-0.2667874073414289,-0.31199775989687073,-0.45522940702978265,-0.2330321558097391,1.6633913608849733,-0.06442081044808103,0.6531049243798077,-0.227710108302149,-0.23303215580973916,1.6633913608849735,-0.36047544049774544,-0.3960747407532299,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
0.5263157894736842,-0.46153846153846156,3.338789413991646,3.5465193806744755,3.851838700178414,3.58229459603253,3.6748524360214807,3.6565873163859366,1.7155643958229736,2.0166666666666666,1.7143536121673004,1.1918421052631578,1.1672727272727272,1.1537629620204848,0.8283908324617856,0.8908944586049254,1.0054442344931505,0.9601190948247285,1.0414590249513112,1.082425990247733,-0.0596022382721339,-0.041371030433133484,-0.02997366672916642,-0.02889128091898912,-0.031013248493887677,-0.035862071494049914,3.377203155414404,3.526844912536381,3.843460129915261,3.654889502489039,3.7203780702356863,3.725741883552455,3.7828332797841657,1.1690735432825705,1.7540685937270912,0.14571709177153594,-0.43440813146126206,3.782833279784166,1.1690735432825707,3.864084227716216,0.9771365181156103,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,6.0,0.0,0.0,0.0,0.0,0
-0.631578947368421,-0.8461538461538461,-0.16440954590181425,-0.1354548223266687,-0.08071053679998615,-0.0672075701147678,-0.06473873624826583,-0.007800360494747964,-0.14321233217304824,0.26313868613138686,-0.2623574144486692,-0.39473684210526316,0.18623376623376622,-0.3817036707169667,0.35146382932326015,0.4507707750687088,0.6803107918120531,0.8265250532501169,0.9181122979933666,1.144473164502271,0.08512096514105644,0.2016233587676156,-0.02018146802134008,-0.06358204467149782,0.09222102524821646,-0.0681706008876904,-0.13302735375473823,-0.1411449705771455,-0.05421155336951001,-0.027443761566857676,-0.05916196896611844,0.058771129594848405,-0.12011171180077475,-0.25366068076299675,-0.2648561471573415,-0.04577530698400297,0.1583828432231322,-0.12011171180077478,-0.2536606807629967,-0.06923328415403024,0.6469029015070038,1.0,1.0,1.0,1.0,3.0,3.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,1.0,6.0,3.0,0.0,0.0,2.0,0
-0.47368421052631576,0.7692307692307693,-0.19297295802032002,-0.16510408521076328,-0.13037189724757928,-0.040073725013300907,-0.014200953214667834,0.0211635278761887,-0.14917951268025859,-0.004501216545012165,0.7604562737642585,-0.19,-0.08311688311688312,-0.19034289713086075,-0.1366298472541145,-0.0890125800809218,-0.025543924272078702,0.1519325557639179,0.23495517264389715,0.3102792530706114,0.11854135924759647,0.12761329898021467,0.41408061938172896,-0.008893052178040305,0.008698264075851727,-0.025438194633237675,-0.1622538674316156,-0.15302426273401654,-0.18200611261104727,-0.014577951961046286,0.014909365638719972,0.07263751006171183,-0.12387795892366969,-0.11911978828032714,-0.40944206976665504,0.05259204988565385,0.16131883954944862,-0.12387795892366972,-0.1191197882803271,-0.08534462299832216,0.005371146239243089,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,6.0,0.0,1.0,0.0,0.0,0
-0.10526315789473684,0.38461538461538464,-0.3512335458069717,-0.3468354638767934,-0.34774211428868373,-0.36300068404651514,-0.37234755988307505,-0.3570037499741024,-0.522128294380905,-0.49111922141119224,-0.42775665399239543,-0.39473684210526316,-0.3948051948051948,-0.3817036707169667,-0.38679061240279455,-0.37194980587373616,-0.36636054789634787,-0.37106026309524326,-0.3605638420740073,-0.32726171938220655,1.4799285790229677,1.1333828057326543,1.1536159893041729,1.131140470005628,0.9774926080056624,0.969113100932496,-0.30178055527097636,-0.3062010413445122,-0.31653701872098516,-0.33557000484942057,-0.3293479926245661,-0.30302119667292726,-0.39921262793002305,-0.5304713326801037,-0.03766903131943113,-0.403832574887897,-0.8248549734372436,-0.39921262793002305,-0.5304713326801037,-0.3346421998250788,-0.4334956925589728,2.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,6.0,6.0,1
-0.10526315789473684,0.23076923076923078,-0.3394730706458382,-0.3345872397869731,-0.3348547574093641,-0.34886372273314586,-0.3480206205622021,-0.34469720512979884,-0.4117354549975137,-0.3830900243309002,-0.32224334600760457,-0.16105263157894736,-0.3948051948051948,-0.15573509765252241,-0.37904483314423965,-0.3640041981849167,-0.3579412008620524,-0.36152041812194097,-0.3437093337047098,-0.31861693597310725,0.8329744709805741,0.6371227383633743,0.6569482553336805,1.3604630466483514,-0.06266342107028865,1.479909949055714,-0.29686302632926953,-0.30111717879520933,-0.31119071168257195,-0.33842027651593876,-0.30424193113796183,-0.3093319023343171,-0.3840392123409171,-0.4166262213715992,-0.030902139465641108,-0.308643956185099,-0.43578144898478116,-0.3840392123409171,-0.41662622137159916,-0.3291655395257212,-0.4233018006142924,2.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,1.0,6.0,6.0,1.0,0.0,1.0,1
